a_cpse,a_code,a_desc,b_cpse,b_code,b_desc,sim,reason
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,NTPC,EGW000032,"Ball Bearing, Open, D.G.",0.5135,veto:type
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,NTPC,EGW000042,"Roller Bearing, Cylindrical, NU310",0.8877,veto:designation
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,NTPC,EGW000034,"Ball Bearing, D.G., 2RS, 627, 35 mm",0.5405,"veto:seal,type"
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,NTPC,EGW000033,"Ball Bearing, 35 mm, 2RS, 627, D.G.",0.5406,"veto:seal,type"
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,NTPC,EGW000039,"Ball Bearing, 25 mm, ZZ",0.6076,"veto:seal,type"
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,NTPC,EGW000035,"Ball Bearing, 2RS, D.G.",0.5058,"veto:seal,type"
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,NTPC,EGW000037,"Ball Bearing, D.G., 6210, Open, 50 mm",0.6199,"veto:designation,type"
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,NTPC,EGW000040,"Roller Bearing, 30 mm, 22206, Open",0.8209,veto:designation
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,NTPC,EGW000041,"Roller Bearing, 30 mm, 22206",0.7742,veto:designation
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,NTPC,EGW000038,"Ball Bearing, 2RS, D.G., 25 mm",0.5517,"veto:seal,type"
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100252,ROLLER BEARING / 85 mm / 22217 / CC-W33 / SPHERICAL,0.7638,"veto:designation,seal"
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100189,BALL BEARING / 35 mm / 2 RS / 627 / DEEP GROOVE,0.5612,veto:type
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100175,BALL BEARING / 6205,0.5366,"veto:designation,type"
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100182,BALL BEARING / 6204 / 20 mm / DEEP GROOVE,0.5823,"veto:designation,type"
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100217,BALL BEARING / DEEP GROOVE / OPEN / 50 mm / 6210,0.6557,"veto:designation,type"
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100203,BALL BEARING / 628 / 45 mm / DEEP GROOVE,0.5902,veto:type
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100245,ROLLER BEARING / SPHERICAL / 22206 / OPEN,0.7854,veto:designation
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100210,BALL BEARING / DEEP GROOVE / 2 RS,0.5161,veto:type
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100259,ROLLER BEARING / NU310 / 50 mm / CYLINDRICAL / OPEN,0.9433,veto:designation
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100238,ROLLER BEARING / 22206 / OPEN / 30 mm,0.8295,veto:designation
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100231,BALL BEARING / 25 mm / ZZ / 6305 / DEEP GROOVE,0.6001,"veto:designation,seal,type"
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100196,BALL BEARING / 2 RS / 35 mm / 627,0.5692,veto:type
IOCL,RM-00040,Roller Bearing – NU310 E – Open Type – 50 mm – Cylindrical,SAIL,S100224,BALL BEARING / 6305 / DEEP GROOVE / 25 mm / 2 RS,0.5761,"veto:designation,type"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,0.9045,"veto:designation,seal"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,0.9384,veto:seal
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,0.6434,"veto:designation,seal,type"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,0.6083,"veto:designation,seal,type"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",0.922,veto:designation
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,NTPC,EGW000030,"Ball Bearing, D.G., 2RS, 6205",0.8479,"veto:designation,seal"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,NTPC,EGW000032,"Ball Bearing, Open, D.G.",0.7319,veto:seal
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,NTPC,EGW000042,"Roller Bearing, Cylindrical, NU310",0.5953,"veto:designation,type"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,NTPC,EGW000034,"Ball Bearing, D.G., 2RS, 627, 35 mm",0.8271,veto:seal
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,NTPC,EGW000033,"Ball Bearing, 35 mm, 2RS, 627, D.G.",0.8263,veto:seal
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,NTPC,EGW000035,"Ball Bearing, 2RS, D.G.",0.7696,veto:seal
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,NTPC,EGW000037,"Ball Bearing, D.G., 6210, Open, 50 mm",0.8555,"veto:designation,seal"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,NTPC,EGW000040,"Roller Bearing, 30 mm, 22206, Open",0.6436,"veto:designation,seal,type"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,NTPC,EGW000041,"Roller Bearing, 30 mm, 22206",0.6657,"veto:designation,type"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,NTPC,EGW000038,"Ball Bearing, 2RS, D.G., 25 mm",0.8371,veto:seal
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,SAIL,S100252,ROLLER BEARING / 85 mm / 22217 / CC-W33 / SPHERICAL,0.6799,"veto:designation,seal,type"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,SAIL,S100175,BALL BEARING / 6205,0.7757,veto:designation
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,SAIL,S100182,BALL BEARING / 6204 / 20 mm / DEEP GROOVE,0.904,veto:designation
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,SAIL,S100217,BALL BEARING / DEEP GROOVE / OPEN / 50 mm / 6210,0.8567,"veto:designation,seal"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,SAIL,S100245,ROLLER BEARING / SPHERICAL / 22206 / OPEN,0.5712,"veto:designation,seal,type"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,SAIL,S100266,ROLLER BEARING / 50 mm / NU310 E / CYLINDRICAL / OPEN,0.6102,"veto:designation,seal,type"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,SAIL,S100259,ROLLER BEARING / NU310 / 50 mm / CYLINDRICAL / OPEN,0.6041,"veto:designation,seal,type"
IOCL,RM-00037,Ball Bearing – 6305 – ZZ – Deep Groove – 25 mm,SAIL,S100238,ROLLER BEARING / 22206 / OPEN / 30 mm,0.6512,"veto:designation,seal,type"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,0.9678,veto:designation
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,0.6338,"veto:designation,seal,type"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,0.617,"veto:designation,seal,type"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",0.8414,veto:seal
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,NTPC,EGW000032,"Ball Bearing, Open, D.G.",0.712,veto:seal
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,NTPC,EGW000042,"Roller Bearing, Cylindrical, NU310",0.587,"veto:designation,type"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,NTPC,EGW000039,"Ball Bearing, 25 mm, ZZ",0.7887,veto:seal
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,NTPC,EGW000037,"Ball Bearing, D.G., 6210, Open, 50 mm",0.8458,"veto:designation,seal"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,NTPC,EGW000040,"Roller Bearing, 30 mm, 22206, Open",0.6612,"veto:designation,seal,type"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,NTPC,EGW000041,"Roller Bearing, 30 mm, 22206",0.6909,"veto:designation,type"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,SAIL,S100252,ROLLER BEARING / 85 mm / 22217 / CC-W33 / SPHERICAL,0.6651,"veto:designation,seal,type"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,SAIL,S100182,BALL BEARING / 6204 / 20 mm / DEEP GROOVE,0.9149,veto:designation
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,SAIL,S100217,BALL BEARING / DEEP GROOVE / OPEN / 50 mm / 6210,0.8672,"veto:designation,seal"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,SAIL,S100245,ROLLER BEARING / SPHERICAL / 22206 / OPEN,0.5842,"veto:designation,seal,type"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,SAIL,S100266,ROLLER BEARING / 50 mm / NU310 E / CYLINDRICAL / OPEN,0.6063,"veto:designation,seal,type"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,SAIL,S100259,ROLLER BEARING / NU310 / 50 mm / CYLINDRICAL / OPEN,0.6011,"veto:designation,seal,type"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,SAIL,S100238,ROLLER BEARING / 22206 / OPEN / 30 mm,0.6694,"veto:designation,seal,type"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,SAIL,S100231,BALL BEARING / 25 mm / ZZ / 6305 / DEEP GROOVE,0.8609,"veto:designation,seal"
IOCL,RM-00033,Ball Bearing – 6205 – Deep Groove – 25 mm – 2RS,SAIL,S100224,BALL BEARING / 6305 / DEEP GROOVE / 25 mm / 2 RS,0.8934,veto:designation
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,0.6356,"veto:designation,seal,type"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,0.608,"veto:designation,seal,type"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",0.8477,"veto:designation,seal"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,NTPC,EGW000030,"Ball Bearing, D.G., 2RS, 6205",0.8986,veto:designation
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,NTPC,EGW000032,"Ball Bearing, Open, D.G.",0.7303,veto:seal
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,NTPC,EGW000042,"Roller Bearing, Cylindrical, NU310",0.575,"veto:designation,type"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,NTPC,EGW000039,"Ball Bearing, 25 mm, ZZ",0.7775,veto:seal
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,NTPC,EGW000037,"Ball Bearing, D.G., 6210, Open, 50 mm",0.8599,"veto:designation,seal"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,NTPC,EGW000040,"Roller Bearing, 30 mm, 22206, Open",0.6496,"veto:designation,seal,type"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,NTPC,EGW000041,"Roller Bearing, 30 mm, 22206",0.6765,"veto:designation,type"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,SAIL,S100252,ROLLER BEARING / 85 mm / 22217 / CC-W33 / SPHERICAL,0.6639,"veto:designation,seal,type"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,SAIL,S100175,BALL BEARING / 6205,0.7631,veto:designation
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,SAIL,S100182,BALL BEARING / 6204 / 20 mm / DEEP GROOVE,0.9186,veto:designation
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,SAIL,S100217,BALL BEARING / DEEP GROOVE / OPEN / 50 mm / 6210,0.8681,"veto:designation,seal"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,SAIL,S100245,ROLLER BEARING / SPHERICAL / 22206 / OPEN,0.5617,"veto:designation,seal,type"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,SAIL,S100266,ROLLER BEARING / 50 mm / NU310 E / CYLINDRICAL / OPEN,0.5991,"veto:designation,seal,type"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,SAIL,S100259,ROLLER BEARING / NU310 / 50 mm / CYLINDRICAL / OPEN,0.5929,"veto:designation,seal,type"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,SAIL,S100238,ROLLER BEARING / 22206 / OPEN / 30 mm,0.6546,"veto:designation,seal,type"
IOCL,RM-00036,Ball Bearing – 25 mm – Deep Groove – 6305 – 2RS,SAIL,S100231,BALL BEARING / 25 mm / ZZ / 6305 / DEEP GROOVE,0.9028,veto:seal
IOCL,RM-00034,Ball Bearing – Deep Groove – 35 mm – 627,IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,0.6401,veto:type
IOCL,RM-00034,Ball Bearing – Deep Groove – 35 mm – 627,IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,0.5987,veto:type
IOCL,RM-00034,Ball Bearing – Deep Groove – 35 mm – 627,NTPC,EGW000042,"Roller Bearing, Cylindrical, NU310",0.5379,veto:type
IOCL,RM-00034,Ball Bearing – Deep Groove – 35 mm – 627,NTPC,EGW000040,"Roller Bearing, 30 mm, 22206, Open",0.6335,veto:type
IOCL,RM-00034,Ball Bearing – Deep Groove – 35 mm – 627,NTPC,EGW000041,"Roller Bearing, 30 mm, 22206",0.6625,veto:type
IOCL,RM-00034,Ball Bearing – Deep Groove – 35 mm – 627,SAIL,S100252,ROLLER BEARING / 85 mm / 22217 / CC-W33 / SPHERICAL,0.653,veto:type
IOCL,RM-00034,Ball Bearing – Deep Groove – 35 mm – 627,SAIL,S100245,ROLLER BEARING / SPHERICAL / 22206 / OPEN,0.5327,veto:type
IOCL,RM-00034,Ball Bearing – Deep Groove – 35 mm – 627,SAIL,S100266,ROLLER BEARING / 50 mm / NU310 E / CYLINDRICAL / OPEN,0.5574,veto:type
IOCL,RM-00034,Ball Bearing – Deep Groove – 35 mm – 627,SAIL,S100259,ROLLER BEARING / NU310 / 50 mm / CYLINDRICAL / OPEN,0.5521,veto:type
IOCL,RM-00034,Ball Bearing – Deep Groove – 35 mm – 627,SAIL,S100238,ROLLER BEARING / 22206 / OPEN / 30 mm,0.6263,veto:type
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,0.7694,"veto:designation,seal"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",0.5946,"veto:designation,seal,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000030,"Ball Bearing, D.G., 2RS, 6205",0.589,"veto:designation,seal,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000036,"Ball Bearing, 629, 55 mm",0.6606,veto:type
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000032,"Ball Bearing, Open, D.G.",0.5139,"veto:seal,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000042,"Roller Bearing, Cylindrical, NU310",0.7799,veto:designation
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000034,"Ball Bearing, D.G., 2RS, 627, 35 mm",0.6087,"veto:seal,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000033,"Ball Bearing, 35 mm, 2RS, 627, D.G.",0.6079,"veto:seal,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000039,"Ball Bearing, 25 mm, ZZ",0.6388,"veto:seal,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000035,"Ball Bearing, 2RS, D.G.",0.558,"veto:seal,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000037,"Ball Bearing, D.G., 6210, Open, 50 mm",0.6137,"veto:designation,seal,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000040,"Roller Bearing, 30 mm, 22206, Open",0.8019,"veto:designation,seal"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000041,"Roller Bearing, 30 mm, 22206",0.8282,veto:designation
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,NTPC,EGW000038,"Ball Bearing, 2RS, D.G., 25 mm",0.5852,"veto:seal,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100189,BALL BEARING / 35 mm / 2 RS / 627 / DEEP GROOVE,0.5939,veto:type
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100175,BALL BEARING / 6205,0.5855,"veto:designation,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100182,BALL BEARING / 6204 / 20 mm / DEEP GROOVE,0.5952,"veto:designation,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100217,BALL BEARING / DEEP GROOVE / OPEN / 50 mm / 6210,0.6216,"veto:designation,seal,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100203,BALL BEARING / 628 / 45 mm / DEEP GROOVE,0.6243,veto:type
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100245,ROLLER BEARING / SPHERICAL / 22206 / OPEN,0.7935,"veto:designation,seal"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100266,ROLLER BEARING / 50 mm / NU310 E / CYLINDRICAL / OPEN,0.7562,"veto:designation,seal"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100210,BALL BEARING / DEEP GROOVE / 2 RS,0.5348,veto:type
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100259,ROLLER BEARING / NU310 / 50 mm / CYLINDRICAL / OPEN,0.7539,"veto:designation,seal"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100238,ROLLER BEARING / 22206 / OPEN / 30 mm,0.8067,"veto:designation,seal"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100231,BALL BEARING / 25 mm / ZZ / 6305 / DEEP GROOVE,0.6105,"veto:designation,seal,type"
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100196,BALL BEARING / 2 RS / 35 mm / 627,0.6301,veto:type
IOCL,RM-00039,Roller Bearing – CC W33 – 85 mm – Spherical – 22217,SAIL,S100224,BALL BEARING / 6305 / DEEP GROOVE / 25 mm / 2 RS,0.5948,"veto:designation,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",0.5611,"veto:designation,seal,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,NTPC,EGW000030,"Ball Bearing, D.G., 2RS, 6205",0.5752,"veto:designation,seal,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,NTPC,EGW000036,"Ball Bearing, 629, 55 mm",0.6093,veto:type
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,NTPC,EGW000032,"Ball Bearing, Open, D.G.",0.5689,veto:type
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,NTPC,EGW000042,"Roller Bearing, Cylindrical, NU310",0.755,veto:designation
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,NTPC,EGW000034,"Ball Bearing, D.G., 2RS, 627, 35 mm",0.564,"veto:seal,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,NTPC,EGW000033,"Ball Bearing, 35 mm, 2RS, 627, D.G.",0.5605,"veto:seal,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,NTPC,EGW000039,"Ball Bearing, 25 mm, ZZ",0.5911,"veto:seal,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,NTPC,EGW000035,"Ball Bearing, 2RS, D.G.",0.5394,"veto:seal,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,NTPC,EGW000037,"Ball Bearing, D.G., 6210, Open, 50 mm",0.6378,"veto:designation,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,NTPC,EGW000038,"Ball Bearing, 2RS, D.G., 25 mm",0.5566,"veto:seal,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100252,ROLLER BEARING / 85 mm / 22217 / CC-W33 / SPHERICAL,0.7473,"veto:designation,seal"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100189,BALL BEARING / 35 mm / 2 RS / 627 / DEEP GROOVE,0.5729,veto:type
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100175,BALL BEARING / 6205,0.5586,"veto:designation,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100182,BALL BEARING / 6204 / 20 mm / DEEP GROOVE,0.5876,"veto:designation,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100217,BALL BEARING / DEEP GROOVE / OPEN / 50 mm / 6210,0.6715,"veto:designation,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100203,BALL BEARING / 628 / 45 mm / DEEP GROOVE,0.6123,veto:type
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100266,ROLLER BEARING / 50 mm / NU310 E / CYLINDRICAL / OPEN,0.8422,veto:designation
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100210,BALL BEARING / DEEP GROOVE / 2 RS,0.5438,veto:type
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100259,ROLLER BEARING / NU310 / 50 mm / CYLINDRICAL / OPEN,0.8387,veto:designation
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100231,BALL BEARING / 25 mm / ZZ / 6305 / DEEP GROOVE,0.5886,"veto:designation,seal,type"
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100196,BALL BEARING / 2 RS / 35 mm / 627,0.5813,veto:type
IOCL,RM-00038,Roller Bearing – Open Type – 22206 – Sphedical – 30 mm,SAIL,S100224,BALL BEARING / 6305 / DEEP GROOVE / 25 mm / 2 RS,0.5729,"veto:designation,type"
NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",NTPC,EGW000030,"Ball Bearing, D.G., 2RS, 6205",0.8749,veto:seal
NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",NTPC,EGW000032,"Ball Bearing, Open, D.G.",0.7731,veto:seal
NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",NTPC,EGW000042,"Roller Bearing, Cylindrical, NU310",0.5842,"veto:designation,type"
NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",NTPC,EGW000034,"Ball Bearing, D.G., 2RS, 627, 35 mm",0.8637,veto:seal
NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",NTPC,EGW000033,"Ball Bearing, 35 mm, 2RS, 627, D.G.",0.8786,veto:seal
NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",NTPC,EGW000035,"Ball Bearing, 2RS, D.G.",0.8204,veto:seal
NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",NTPC,EGW000037,"Ball Bearing, D.G., 6210, Open, 50 mm",0.8867,"veto:designation,seal"
NTPC,EGW000031,"Ball Bearing, ZZ, 25 mm, D.G., 6205",NTPC,EGW000040,"Roller Bearing, 30 mm, 22206, Open",0.6375,"veto:designation,seal,type"
